,original_review,original_reply,rating,gpt_review,gpt_reply,sentiment,score
717,너무 맛있어용. 특히 핫간장 최고!,저희 청년치킨의 총알배송을 맛보셧군요! 앞으로도 빠른 속도와 따뜻한 상품으로 고객님의 치킨타임에 행복을 더해드리도록 하겠습니다.! 청년치킨은 사랑입니다~ ,5,음식이 별로였어요. 맛이 없고 기대하던 것과 달라서 실망했어요.,맛에 대한 실망을 드려 죄송합니다. 더 맛있는 음식을 제공하기 위해 노력하겠습니다.,부정,0.9379698038101196
718,진짜 혼자치킨먹을때 이집만한곳도없어요 항상 늦게까지 장사해주시는것도 감사한데 맛있는치킨까지 서비스로주신 감튀는왜케또맛있는데 항상 성실한가게인거같아요 원래새벽길게 일하는곳은.진짜 맛이떨어지거든요? 근데이곳은 뭔가신선한느낌이나요 장사해주셔서감사합니다, 좋은 리뷰 감사 드립니다. 저희 청년치킨 삼전점은 리뷰평점이나 표면적으로만 좋은 집이아닌 드셧던분들이 믿고 다시 드시고싶은 집이 되자!라는 마음으로 모두가 항상 영업하고 있습니다. 혹여나 아쉬우셨거나 누락 제품 이상시 매장으로 전화 주시면 즉각 조치 해드릴게요~ 앞으로도 저희 청년 치킨 삼전점 많은 사랑 부탁드립니다. ,5,맛이 없고 별로였어요. 정말 아쉬웠어요.,고객님의 의견을 반영하여 맛에 대한 부분을 개선할 것입니다.,부정,0.9178948402404785
719,늦은시간에 배달했음에도 후라이드에 바삭함과 온기가 야무지네용 잘먹었습니다 번창하세요!,좋은 리뷰 감사드립니다. 저희 청년으로 말씀드리자묜 아직 안드셔보신 분들은 계시지만 한번만 드신분들은 없다는거죠~ 앞으로도 저희 청년치킨과 고객님의 연이 쭈욱~함께 이어 나갔으면 좋겠습니닭! D 이승철의 노래로 염원을 담아보아yo NEVER ENDING STORY,5,음식이 싱겁고 맛이 없어서 별로였어요. 실망했어요.,고객님께서 실망하셨다니 죄송합니다. 다음 방문 때 더 만족스러운 음식을 제공할 수 있도록 하겠습니다.,부정,0.9300253987312317
720,"양많고 진짜 맛있어요 , , ",오늘도 저희 청년 삼전점을 이용해주셔서 너무 감사드립니다. 항상 신선한 재료와 깨끗한 기름으로 만들고 있으니까요~언제든 믿고 주문주시면 됩니다. 언제든 치킨이 생각나시면 어디~?바로 정답은 청년 되겠슴닭!,5,양이 너무 적어서 배고프게 먹었어요. 맛도 그닥이라 실망했어요.,0,부정,0.9390812516212463
721,가성비 최고 맛까지 최고,좋은 리뷰 감사드립니다. 저희 청년으로 말씀드리자묜 아직 안드셔보신 분들은 계시지만 한번만 드신분들은 없다는거죠~ 앞으로도 저희 청년치킨과 고객님의 연이 쭈욱~함께 이어 나갔으면 좋겠습니닭! D 이승철의 노래로 염원을 담아보아yo NEVER ENDING STORY,5,가격에 비해 맛이 별로였어요. 다른 가게에서 더 맛있는 치킨을 먹을 수 있어요.,0,부정,0.9099560379981995
722,배달도 빠르고 치킨도 너무 맛있게 잘 먹었습니다~,저희 청년치킨을 이용해주셔서 감사드립니다 맛있는 치킨과 푸짐한 양 신속한 서비스로 보답드릴께용! 언제나 편히 이용할 수 있도록 최선을 다하는 청년치킨이 되겠습니다! 서비스 이용 시 서비스가 불편한 점이 있으시면 가게로 전화주시면 최대한 신속히 처리 해드리겠습니다. 앞으로도 저희 청년 삼전점과 고객님의 flex가 영원하길~ 청년치킨은 사랑입니다~ ,5,배달이 너무 늦어서 배가 고파져서 기다리기가 힘들었어요. 음식도 그닥 맛있지 않았어요.,0,부정,0.9375016093254089
723,그냥 여기는 믿고드세요,저희 청년치킨을 이용해주셔서 감사드립니다 맛있는 치킨과 푸짐한 양 신속한 서비스로 보답드릴께용! 언제나 편히 이용할 수 있도록 최선을 다하는 청년치킨이 되겠습니다! 서비스 이용 시 서비스가 불편한 점이 있으시면 가게로 전화주시면 최대한 신속히 처리 해드리겠습니다. 앞으로도 저희 청년 삼전점과 고객님의 flex가 영원하길~ 청년치킨은 사랑입니다~ ,5,맛을 기대하고 시켰는데 실망했어요. 양념이 맵지 않고 맛이 없어서 좀 아쉬웠어요.,0,부정,0.9262419939041138
724,너무맛잇어요 또시킬게요오,좋은 리뷰 감사드립니다. 가성비도 좋고 맛도 좋은 청년치킨입니다~ 맛있게 드시면 0칼로리래용~ 앞으로도 맛있게 준비해서 살안찌는 치킨으로 보답드릴게용~ 항상 한결같은 맛과 퀄로 준비하겠습니닭! 청년치킨은 사랑입니다~ ,5,배달원이 무례해서 싫은 기분이 들었어요. 치킨도 맛있지 않아서 더 실망했어요.,0,부정,0.9285427927970886
725,사장님 잘 먹었습니다,헤헤 요즘 치즈볼의 인기가~아쥬 물이올랐습니당! 쫀득한 찹쌀과~ 속안의 가득찬 크림 치즈~아쥬 깊은 풍미를 느끼실수 있습니다! 청년 삼전점만의 전매특허! 찹쌀 치즈볼! 꼭꼭 챙겨드세용! D ,5,화요일에 시켰는데 월요일에 온 배달이었어요. 정말 실망스러웠어요. 맛도 그닥이라서 좀 아쉬웠어요.,0,부정,0.9422247409820557
726,청년치킨 최고~! 너무 맛있어용 눈꽃치즈 여기가 젤 맛나요,좋은 리뷰 감사드립니다. 저희 청년으로 말씀드리자묜 아직 안드셔보신 분들은 계시지만 한번만 드신분들은 없다는거죠~ 앞으로도 저희 청년치킨과 고객님의 연이 쭈욱~함께 이어 나갔으면 좋겠습니닭! D 이승철의 노래로 염원을 담아보아yo NEVER ENDING STORY,5,음식이 말랑말랑하고 맛이 별로였어요. 다음에는 다른곳에서 시켜야겠어요.,0,부정,0.9154672622680664
727,너무 맛있게 잘먹었습니다 수고하세요 ,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5,맛을 기대하고 시켰는데 맛이 없어서 먹을 기분이 안들었어요. 서비스도 그닥이었어요.,0,부정,0.9378532767295837
728,치킨이반마리도되지만 치킨의맛의퀄리티가장난아니다 치킨다못먹는데 진짜최고집,저희 청년치킨을 이용해주셔서 감사드립니다 맛있는 치킨과 푸짐한 양 신속한 서비스로 보답드릴께용! 언제나 편히 이용할 수 있도록 최선을 다하는 청년치킨이 되겠습니다! 서비스 이용 시 서비스가 불편한 점이 있으시면 가게로 전화주시면 최대한 신속히 처리 해드리겠습니다. 앞으로도 저희 청년 삼전점과 고객님의 flex가 영원하길~ 청년치킨은 사랑입니다~ ,5,치킨이 너무 짜서 못먹을 정도였어요. 맛도 그닥이라서 실망했어요.,0,부정,0.9342517256736755
729,간장으로 시켰는데 사람마다 다르겠지만 제 입맛에는 세손가락에 꼽히는 맛이었어요 양념도 넉넉하게 묻혀주셔서 좋아요, 좋은 리뷰 감사드립니다. 저희 청년으로 말씀드리자묜 아직 안드셔보신 분들은 계시지만 한번만 드신분들은 없다는거죠~ 앞으로도 저희 청년치킨과 고객님의 연이 쭈욱~함께 이어 나갔으면 좋겠습니닭! D 이승철의 노래로 염원을 담아보아yo NEVER ENDING STORY ,5,친절도 별로고 음식도 맛있지 않아서 좀 아쉬웠어요.,0,부정,0.9070001840591431
730,너무 맛있고 반마리인데도 양이 많았어요 잘 먹었습니다!,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5,김치찌개는 별로였어요. 약간 김치국 느낌이 나서 실망했어요. 고기도 별로였고.,죄송합니다. 김치찌개가 기대에 못 미쳤다니 정말 안타깝습니다. 더 맛있는 음식으로 보답하겠습니다.,부정,0.9088118672370911
731,치킨이랑 감튀가 갑자기 땡겨서 시켜먹었었는데 리뷰를 까먹다가 이제야 다네요. 너무 맛있었고 양도 많고 다 좋았습니당 다음에도 치킨 먹고 싶을땐 청년치킨에다 주문하려구요!,청년치킨 삼전점을 찾아주셔서 너무 감사드려요! 다음에는 더욱 더 맛나게 준비해서 기분 좋은 치킨타임으로 맞이하시게 해드릴게요 ! 치킨이 생각나시면 청년치킨 삼전점에서 flex 하시죠~ 청년치킨은 사랑입니다~ ,5,양이 너무 많아서 배터질뻔했어요. 서비스도 별로였어요.,양이 많아서 배터지셨다니 죄송합니다. 앞으로는 양을 조절하여 보내드릴게요. 서비스도 개선하도록 노력하겠습니다.,부정,0.8205140233039856
732,너무 맛있게 잘 먹었습니다. 남은건 내일 돌려먹어야겠습니다 , 오늘도 저희 청년 삼전점을 이용해주셔서 너무 감사드립니다. 항상 신선한 재료와 깨끗한 기름으로 만들고 있으니까요~언제든 믿고 주문주시면 됩니다. 언제든 치킨이 생각나시면 어디~?바로 정답은 청년 되겠슴닭! ,5,제가 별로 좋아하는 음식은 아니었어요. 맛도 그렇고 가격 대비 별로였어요.,제가 별로 좋아하는 음식은 아니었나 봐요. 맛과 가격에 대한 실망을 해결해드리겠습니다.,부정,0.924092710018158
733,너무 맛있게 잘 먹었습니다~! 후반양반 추구자 인데 간장리뷰 시켜먹어봤는데 간장 맛나요~! 다음엔 양반간반 시킬 예정입니다.,"저희 청년치킨은 매일 신선한 닭을 공급받고, 기름 또한 새로운 기름으로 매일 교체하고 보충하면서 깨끗하고 맛있는 치킨을 제공해드리기 위해 노력하고 있습니다, 항상 만족스럽게 드시길 바라는 마음으로 언제나 정성을 다해 조리하고 준비 하겠습니다 찜! 꼭 눌러주세요 언제나 사랑하고, 언제나 감사 드립니다 오늘도 행복 하세요 ",5,너무 간이 싱겁고 느끼해서 실망했어요. 딱히 맛있는 것 같진 않았어요.,간이 싱겁고 느끼했다니 정말 죄송합니다. 조리 방법을 개선하여 맛을 더 살려드릴게요.,부정,0.9368938207626343
734,"반반이 아니라.두마리를 주신거 같은 양 맛도 있구, 배달도 빠르구 너무 맛있게 잘 먹었습니다.",좋은 리뷰 감사 드립니다. 저희 청년치킨 삼전점은 리뷰평점이나 표면적으로만 좋은 집이아닌 드셧던분들이 믿고 다시 드시고싶은 집이 되자!라는 마음으로 모두가 항상 영업하고 있습니다. 혹여나 아쉬우셨거나 누락 제품 이상시 매장으로 전화 주시면 즉각 조치 해드릴게요~ 앞으로도 저희 청년 치킨 삼전점 많은 사랑 부탁드립니다. ,5,배달이 늦어져서 많이 실망했어요. 음식도 그닥 맛있지 않았어요.,배달이 늦어져서 실망했다니 죄송합니다. 더 빠른 배달을 위해 노력하겠습니다. 음식의 맛도 개선해드릴게요.,부정,0.933822512626648
735,잘먹었습니다 수고하세요 써비스도 감사합니다,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5,치킨이 말라서 씹기 힘들었어요. 후라이드도 맛이 없었어요. 별로였어요.,"치킨이 말라 씹기 힘들고, 후라이드도 맛이 없으셨다니 정말 죄송합니다. 더 맛있게 조리해서 보내드릴게요.",부정,0.9267100095748901
736,치킨은 배고파서 먹었는데 너무 맛있었고 먹다가 안먹다가 반복했는데 나중에 먹어도 눅눅하지않고 바삭해서 잘 먹었슙니당! 감자튀김도 맛있어서 잘 먹었습니당! 다음에 또 시킬게욧!, 헤헤 이렇게 귀한 리뷰 너무고맙습니당~gg 저희 청년의 주특기가 바로 겉바 속촉아니겠습니까~? 비결은 저희의 애정이 듬뿍담겨 있기때문이죠~ D 메인인 만큼 확실하게 담백함과 바삭함으로 무장되어 있습니당! 앞으로도 치킨이 생각나실땐 어디!? 정답은 청.년 입니닭!,5,너무 짜서 먹을 수가 없었어요. 소스도 딱히 맛있는 것 같진 않았어요.,짜서 먹을 수 없으셨다니 죄송합니다. 소스의 맛을 개선하여 더 맛있게 드릴게요.,부정,0.9278183579444885
737,너무맛있고 깔끔하고 바삭하게 튀겨져서 순삭했습니다. 리뷰로 받은 감자도 완전 바삭하네요 잘먹었습니다, 헤헤 이렇게 귀한 리뷰 너무고맙습니당~gg 저희 청년의 주특기가 바로 겉바 속촉아니겠습니까~? 비결은 저희의 애정이 듬뿍담겨 있기때문이죠~ D 메인인 만큼 확실하게 담백함과 바삭함으로 무장되어 있습니당! 앞으로도 치킨이 생각나실땐 어디!? 정답은 청.년 입니닭!,5,요리가 너무 매웠어요. 이전에 먹은 건 맛있었는데 이번에는 너무 매워서 별로였어요.,매워서 별로였다니 죄송합니다. 매운 정도를 조절하여 방문하실 때 맛있게 먹을 수 있도록 하겠습니다.,부정,0.8829370141029358
738,처음 시켜먹었는데 너무너무 맛있어요,아이고! 고객님 저희 청년 첫주문이시구용! 아직 청년을 안드신 분들은 계시지만 단연코 한.번.만 드신분들은 없다능거~ ? ! 저희 교장선생님께서는 말씀하셨습니다. 첫 단추가 잘 끼워져야 두 번째도 그 다음도 쭈욱~ 잘 이어지는 법이라는걸요 고객님과 저희 청년의 첫 단추가 잘끼워졌으니 앞으로도 잘 부탁드리겠습니닭!언제나 고객님의 flex를 위하여~! 청년치킨은 사랑입니다~ ,5,맛있게 먹을 수 있을 거라 기대했는데 실망했어요. 양도 작고 맛도 그닥이었어요.,기대에 못 미치셨다니 정말 죄송합니다. 양과 맛을 개선하여 다음에는 만족하시도록 노력하겠습니다.,부정,0.9322595000267029
739,다좋았습니다최고야식으로,청년치킨 삼전점을 찾아주셔서 너무 감사드려요! 다음에는 더욱 더 맛나게 준비해서 기분 좋은 치킨타임으로 맞이하시게 해드릴게요 ! 치킨이 생각나시면 청년치킨 삼전점에서 flex 하시죠~ 청년치킨은 사랑입니다~ ,5,별로 맛있지 않았어요. 조리 방법이 이상해서 그런지 음식 자체가 맛이 없었어요.,맛이 없다는 건 정말 안타깝습니다. 조리 방법을 개선하여 더 맛있게 만들겠습니다.,부정,0.9417961835861206
740,덕북에 정말 맛있게 잘 먹었어요! 반반 다른 맛이여서 박스가 2개로 나눠져왔는데 넘나 편한것.맛도 맛있고 배달도 빠르고 리뷰서비스도 주시고 왕쵝오.,좋은 리뷰 감사드립니다. 가성비도 좋고 맛도 좋은 청년치킨입니다~ 맛있게 드시면 0칼로리래용~ 앞으로도 맛있게 준비해서 살안찌는 치킨으로 보답드릴게용~ 항상 한결같은 맛과 퀄로 준비하겠습니닭! 청년치킨은 사랑입니다~ ,5, 덕북은 별로였어요. 맛이 없어서 실망했어요. 그리고 양이 너무 적었어요. ,"덕분에 맛이 좋지 못했다니 정말 죄송합니다. 맛에 실망하셨을 것 같아 저도 매우 안타깝습니다. 양은 조금 부족하게 준비했던 것 같은데, 다음에는 더 충분한 양으로 제공하겠습니다.",부정,0.9001889824867249
741,맛있게 잘 먹었습니다 사장님 감사합니다 !,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5, 맛이 별로였어요. 사장님의 요리 실력이 부족한 것 같아요. 서비스도 별로였어요. ,맛이 많이 부족하셨다니 저도 매우 안타깝습니다. 저희 요리사님은 더 많은 연습을 통해 실력을 향상시킬 수 있도록 노력하겠습니다. 서비스도 아쉬웠다니 저희의 부족함을 다시 한번 반성하게 되네요.,부정,0.9384264349937439
742,맛도 좋고 양도 좋고 서비스도 좋아요 ,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5, 맛도 별로였고 양도 적었어요. 너무 실망했어요. 다신 가지 않을 것 같아요. ,맛과 양에 둘 다 불만을 가지셨다니 매우 안타깝습니다. 저희 식당에서 이런 경험을 하신 것에 대해 진심으로 사과드립니다. 더 좋은 음식과 더 많은 양으로 보답하겠습니다.,부정,0.9362672567367554
743,"해외에서 거주하는 사람입니다. 매달 2 3일 정도 한국에 들어오는데, 도착해 가장 먼저 시켜먹는 음식이 청년치킨입니다. 전 순살간장치킨 정말 맛있게 잘 먹고 있습니다. 사장님 감사합니다 !", 헤헤 이렇게 귀한 리뷰 너무고맙습니당~gg 저희 청년의 주특기가 바로 겉바 속촉아니겠습니까~? 비결은 저희의 애정이 듬뿍담겨 있기때문이죠~ D 메인인 만큼 확실하게 담백함과 바삭함으로 무장되어 있습니당! 앞으로도 치킨이 생각나실땐 어디!? 정답은 청.년 입니닭! ,5, 맛이 별로였어요. 정말 실망했어요. 양도 적어서 배가 부르지 않았어요. ,"맛에 실망하셨다니 정말 죄송합니다. 더 맛있는 음식을 제공할 수 있도록 더 노력하겠습니다. 양도 부족하셨는데, 다음에는 더 충분한 양으로 제공하겠습니다.",부정,0.9419400095939636
744,양 진짜 많고 맛있어요! 특히 양념은 물엿이 아니고 강정처럼 설탕을 쓰셨는지 식어서 먹어도 바삭한 느낌이 남아있더라구요 혜자., 청년치킨 삼전점을 찾아주셔서 너무 감사드려요! 다음에는 더욱 더 맛나게 준비해서 기분 좋은 치킨타임으로 맞이하시게 해드릴게요 ! 치킨이 생각나시면 청년치킨 삼전점에서 flex 하시죠~ 청년치킨은 사랑입니다~ ,5, 배달도 늦고 맛도 별로였어요. 실망했습니다. 다음에는 다른 식당에서 시켜야겠어요. ,배달이 늦어서 매우 죄송합니다. 맛에도 실망하셨다니 더 안타깝습니다. 저희의 부족한 서비스 때문에 이런 일이 생긴 것 같아 너무 죄송합니다. 앞으로는 더 신속한 서비스를 제공하도록 노력하겠습니다.,부정,0.9297606945037842
745,요기. 맛집이네요. 여기서만 이제부터 시켜먹을 예정임다. 레알 양념치킨 소스가. 한강처럼 주는곳은 여기밖에 없능것같어요 글구 제가조아하는 청양마요. 고추마요는 프라닭뿐인데 그건 구운 치킨이교 비싸서 여기는 양도 푸짐해요 두마리짜리 시켜서 2일내내 먹었습니다 쌉혜자.치킨집 !,좋은 리뷰 감사드립니다. 가성비도 좋고 맛도 좋은 청년치킨입니다~ 맛있게 드시면 0칼로리래용~ 앞으로도 맛있게 준비해서 살안찌는 치킨으로 보답드릴게용~ 항상 한결같은 맛과 퀄로 준비하겠습니닭! 청년치킨은 사랑입니다~ ,5," 맛이 별로였어요. 좀 짠 것 같았고, 매운 맛이 없어서 실망했어요. 정말 별로였어요. ",맛이 아쉬우셨다니 저도 매우 안타깝습니다. 좀 더 다양한 맛과 조합으로 고객님들의 입맛에 맞춰드릴 수 있도록 노력하겠습니다. 정말 죄송합니다.,부정,0.9393901228904724
746,너무 맛있게 잘먹었습니다 수고하세요 ,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5, 맛도 별로고 양도 적어서 배가 부르지 않았어요. 실망했습니다. 서비스도 별로였어요. ,부드럽지 못한 고기와 실망스러운 맛으로 인해 불편을 겪으셨다니 정말 죄송합니다. 저희는 보다 부드럽고 맛있는 고기를 제공하기 위해 계속해서 노력할 것을 약속드립니다. 추천해주셨던 것에 대해도 적극적으로 반영해보도록 하겠습니다.,부정,0.9368172287940979
747,와 양도많고 맛있네요 재 주문의사 백프롭니다,좋은 리뷰 감사 드립니다. 저희 청년치킨 삼전점은 리뷰평점이나 표면적으로만 좋은 집이아닌 드셧던분들이 믿고 다시 드시고싶은 집이 되자!라는 마음으로 모두가 항상 영업하고 있습니다. 혹여나 아쉬우셨거나 누락 제품 이상시 매장으로 전화 주시면 즉각 조치 해드릴게요~ 앞으로도 저희 청년 치킨 삼전점 많은 사랑 부탁드립니다. ,5, 부드러워야될 고기가 딱딱하고 맛이 별로였어요. 너무 실망했어요. 추천하지 않아요. ,맛이 짠 것 같고 양도 부족하셨다니 정말 죄송합니다. 저희 요리에 대한 실망을 다시 한번 반성하도록 하겠습니다. 고객님께서 원하시는 맛과 양을 충족시킬 수 있도록 더 노력하겠습니다.,부정,0.939521849155426
748,어쩜 일인분치킨! 항상치킨남겨서버리고안먹게됐는데 역대급 굿아이디어네요 맛도맛있구 살도많구 짱입니다, 헤헤 이렇게 귀한 리뷰 너무고맙습니당~gg 저희 청년의 주특기가 바로 겉바 속촉아니겠습니까~? 비결은 저희의 애정이 듬뿍담겨 있기때문이죠~ D 메인인 만큼 확실하게 담백함과 바삭함으로 무장되어 있습니당! 앞으로도 치킨이 생각나실땐 어디!? 정답은 청.년 입니닭! ,5," 맛이 별로였어요. 너무 짠 것 같고, 양이 적어서 배가 부르지 않았어요. 실망했습니다. ",맛에 실망하셨다니 저도 매우 안타깝습니다. 더 다양한 맛과 양보다 향상된 음식을 고객님께 제공할 수 있도록 저희 팀은 계속해서 노력할 것을 약속드립니다. 죄송합니다.,부정,0.9442432522773743
749,와.오랜만에 먹는건데 더 맛있네요! 청년치킨 살짝 매콤한 튀김반죽이 맛있었는데 역시나 그리고 매운양념 너무 맛있게먹었습니다.양념도 바삭하게 먹을수 있어서 좋았어요!,청년치킨 삼전점을 찾아주셔서 너무 감사드려요! 다음에는 더욱 더 맛나게 준비해서 기분 좋은 치킨타임으로 맞이하시게 해드릴게요 ! 치킨이 생각나시면 청년치킨 삼전점에서 flex 하시죠~ 청년치킨은 사랑입니다~ ,5, 맛도 별로였고 양도 적어서 배가 부르지 않았어요. 서비스도 별로였어요. 실망했습니다. ,맛과 양에 불만을 가지셨다니 매우 안타깝습니다. 저희 식당에서 이런 경험을 하신 것에 대해 진심으로 사과드립니다. 더 나은 서비스를 위해 피드백을 적극적으로 반영하도록 하겠습니다. 죄송합니다.,부정,0.9425921440124512
750,이 집 양념치킨 진짜 맛있습니다. 닭 신선하고 튀김 바삭하고 양념까지 완전 맛있어요. 배달도 엄청 빨라서 놀랐습니다. 담에 또 주문할게요. ,좋은 리뷰 감사드립니다. 가성비도 좋고 맛도 좋은 청년치킨입니다~ 맛있게 드시면 0칼로리래용~ 앞으로도 맛있게 준비해서 살안찌는 치킨으로 보답드릴게용~ 항상 한결같은 맛과 퀄로 준비하겠습니닭! 청년치킨은 사랑입니다~ ,5,양을 많이 시켰는데 실망했어요. 부족한 것 같고 맛도 별로였어요.,죄송합니다. 양과 맛에 대한 부족함을 인지하였습니다.,부정,0.9282257556915283
751,잘먹었습니다~ 항상 넘 맛있게먹그잇어요,"저희 청년치킨은 매일 신선한 닭을 공급받고, 기름 또한 새로운 기름으로 매일 교체하고 보충하면서 깨끗하고 맛있는 치킨을 제공해드리기 위해 노력하고 있습니다, 항상 만족스럽게 드시길 바라는 마음으로 언제나 정성을 다해 조리하고 준비 하겠습니다 찜! 꼭 눌러주세요 언제나 사랑하고, 언제나 감사 드립니다 오늘도 행복 하세요 ",5,양념이 너무 짜서 먹기 힘들었어요. 별로 맛있지도 않았어요.,양념의 짜릿함이 과해서 즐겨드리지 못하셨군요. 죄송합니다.,부정,0.9323329329490662
752,치킨은 늘 청년치킨만 주문하고 있습니다. 언제나 바삭하고 맛납니다!,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5,배달이 너무 늦어서 실망했어요. 시간을 정확히 지키지 않았어요.,배달이 지연된 점에 대해 깊은 사과의 말씀을 드립니다.,부정,0.9100360870361328
753,한마리같은 반마리 항상 변함없이 맛있어줘서 감사합니다, 좋은 리뷰 감사드립니다. 가성비도 좋고 맛도 좋은 청년치킨입니다~ 맛있게 드시면 0칼로리래용~ 앞으로도 맛있게 준비해서 살안찌는 치킨으로 보답드릴게용~ 항상 한결같은 맛과 퀄로 준비하겠습니닭! 청년치킨은 사랑입니다~ ,5,치킨 튀김이 많이 기름지고 맛도 별로였어요. 다른 가게에 비해 많이 아쉬웠어요.,말씀하신 치킨 튀김의 기름지고 별로한 맛을 개선할 수 있도록 노력하겠습니다.,부정,0.9265400171279907
754,오랜만에먹는 치킨. 너무맛있습니다!,헤헤 요즘 치즈볼의 인기가~아쥬 물이올랐습니당! 쫀득한 찹쌀과~ 속안의 가득찬 크림 치즈~아쥬 깊은 풍미를 느끼실수 있습니다! 청년 삼전점만의 전매특허! 찹쌀 치즈볼! 꼭꼭 챙겨드세용! D ,5,맛있다는 평을 듣고 기대했는데 실망했어요. 별로 맛있지 않았고 가격대비 만족도도 낮았어요.,맛에 대한 실망을 드려 죄송합니다. 다음에는 더 좋은 맛으로 보답하겠습니다.,부정,0.9405897259712219
755,넘넘 맛있게 먹었어요! 유명 브랜드 치킨을 제외하고서도 매일 꾸준히 이용하는건 청년치킨 뿐인듯. 뿌링치즈 맛있네요 배달도 빠르고 항상 깔끔합니다. 리뷰이벤트로 주신거도 맛있게 잘 먹었어용,고객님 맛있게 드셨나여! 그맛을 앞으로 쭉~청년치킨에서 드실수있도록 더욱 더 맛있게 준비하는 청년치킨이 되겠습니다! 리뷰이벤트도 항시 진행하오니 언제든 참여하시면 감튀 or 3종소스까지 취향에 맞춰 드시면 됩니당~ 앞으로도 언제나 청년 삼전점에서 flex하게 가시죠~ ,5,매운맛을 시켰는데 별로 맵지도 않고 맛도 별로였어요. 다른 가게에서 시켜야겠어요.,매운맛에 대한 기대에 부응하지 못했습니다. 다른 가게를 찾으시는 것도 양해 부탁드립니다.,부정,0.9239799380302429
756,치킨 너무 맛있어졌네요. 감튀도 대박,좋은 리뷰 감사드립니다. 저희 청년으로 말씀드리자묜 아직 안드셔보신 분들은 계시지만 한번만 드신분들은 없다는거죠~ 앞으로도 저희 청년치킨과 고객님의 연이 쭈욱~함께 이어 나갔으면 좋겠습니닭! D 이승철의 노래로 염원을 담아보아yo NEVER ENDING STORY,5,치킨 피클이 많이 불량했어요. 다른 가게의 것이 훨씬 맛있었어요.,피클에 대한 불만을 인지하였습니다. 더 나은 품질로 제공하도록 노력하겠습니다.,부정,0.8675142526626587
757,맛있고 배달도 빠르고 바삭바삭해요,저희 청년치킨의 총알배송을 맛보셧군요! 앞으로도 빠른 속도와 따뜻한 상품으로 고객님의 치킨타임에 행복을 더해드리도록 하겠습니다.! 청년치킨은 사랑입니다~ ,5,계란 후라이가 느끼하고 맛도 별로였어요. 별로 맛있지 않았어요.,느끼한 계란 후라이와 맛에 대한 실망을 깊이 고민하겠습니다.,부정,0.9280650019645691
